Ligand,Name,smiles
4-Thiocarbamylaniline,4-Thiocarbamylaniline,
Benzylamine (Phenylmethylamine),Phenylmethylamine,C1=CC=C(C=C1)CN
4-Methylbenzylamine,4-Methylbenzylamine,CC1=CC=C(C=C1)CN
4-(Trifluoromethyl)benzylamine,Trifluoromethylbenzylamine,
4-Chlorobenzylamine,4-Chlorobenzylamine,C1=CC(=CC=C1CN)Cl
4-Cyanobenzylamine,4-Cyanobenzylamine,C1=CC(=CC=C1CN)C#N
2-Phenylethylamine,2-Phenylethylamine,C1=CC=C(C=C1)CCN
3-Phenylpropylamine,3-Phenylpropylamine,C1=CC=C(C=C1)CCCN
4-Phenylbutylamine,4-Phenylbutylamine,C1=CC=C(C=C1)CCCCN
5-Phenylpentylamine,5-Phenylpentylamine,
2-Aminoethyl(hydrogensulfate),hydrogensulfate,OS(=O)(=O)[O-]
2-Aminoethanesulfonic acid (Taurine),Taurine,C(CS(=O)(=O)O)N
3-Aminopropanesulfonic acid,3-Aminopropanesulfonic acid,C(CN)CS(=O)(=O)O
4-Aminobutanesulfonic acid,4-Aminobutanesulfonic acid,C(CCS(=O)(=O)O)CN
5-Aminopentanesulfonic acid,5-Aminopentanesulfonic acid,C(CCN)CCS(=O)(=O)O
2-Aminobenzenesulfonic acid (Orthanilic acid),Orthanilic acid,C1=CC=C(C(=C1)N)S(=O)(=O)O
3-Aminobenzenesulfonic acid (Metanilic acid),Metanilic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N
4-Aminobenzenesulfonic acid (Sulfanilic acid),Sulfanilic acid,C1=CC(=CC=C1N)S(=O)(=O)O
3-Amino-4-methylbenzenesulfonic acid,3-Amino-4-methylbenzenesulfonic acid,CC1=C(C=C(C=C1)S(=O)(=O)O)N
4-Amino-3-methylbenzenesulfonic acid,4-Amino-3-methylbenzenesulfonic acid,CC1=C(C=CC(=C1)S(=O)(=O)O)N
2-Aminophenol,2-Aminophenol,C1=CC=C(C(=C1)N)O
3-Aminophenol,3-Aminophenol,C1=CC(=CC(=C1)O)N
2-(2-Aminoethyl)phenol,2-Aminoethylphenol,
3-(2-Aminoethyl)phenol,2-Aminoethylphenol,
4-(2-Aminoethyl)phenol (Tyramine),Tyramine,C1=CC(=CC=C1CCN)O
3-Amino-4-hydroxybenzenesulfonic acid,3-Amino-4-hydroxybenzenesulfonic acid,C1=CC(=C(C=C1S(=O)(=O)O)N)O
DL-2-Amino-1-(4-hydroxyphenyl)ethanol (Octopamine),Octopamine,C1=CC(=CC=C1C(CN)O)O
DL-2-Amino-3-(4-hydroxyphenyl)propanol (Tyrosinol),Tyrosinol,C1=CC(=CC=C1CC(CO)N)O
4-(2-Aminoethyl)-2-methoxyphenol,2-Aminoethyl-2-methoxyphenol,
5-(2-Aminoethyl)-2-methoxyphenol,2-Aminoethyl-2-methoxyphenol,
DL-Tyrosine methyl ester,DL-Tyrosine methyl ester,
L-Tyrosine ethyl ester,L-Tyrosine ethyl ester,CCOC(=O)C(CC1=CC=C(C=C1)O)N
L-Tyrosinamide,L-Tyrosinamide,C1=CC(=CC=C1CC(C(=O)N)N)O
Glycylglycyl-L-tyrosine methylamide,Glycylglycyl-L-tyrosine methylamide,
L-Tyrosyl-D-alanylglycyl-L-phenylalanine 1-hydroxy-3-methylbutylamide,L-Tyrosyl-D-alanylglycyl-L-phenylalanine 1-hydroxy-3-methylbutylamide,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)C(C)NC(=O)C(CC2=CC=C(C=C2)O)N)O
L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine methylamide,L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine methylamide,
L-Tyrosyl-D-alanylglycyl-L-phenylalanyl-L-methionine dimethylamide,L-Tyrosyl-D-alanylglycyl-L-phenylalanyl-L-methionine dimethylamide,
L-Tyrosyl-D-alanylglycyl-L-phenylalanyl-L-methionine 2-aminoethylamide,L-Tyrosyl-D-alanylglycyl-L-phenylalanyl-L-methionine 2-aminoethylamide,
"2-(3,4-Dihydroxyphenyl)ethylamine (Dopamine)",Dopamine,C1=CC(=C(C=C1CCN)O)O
"L-2-Amino-1-(3,4-Dihydroxyphenyl)ethanol (Noradrenaline) (Norepinephrine)",Norepinephrine,C1=CC(=C(C=C1C(CN)O)O)O
Daunorubicin,Daunorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
2-Aminobenzenearsonic acid,2-Aminobenzenearsonic acid,C1=CC=C(C(=C1)N)[As](=O)(O)O
4-Aminobenzenearsonic acid,4-Aminobenzenearsonic acid,C1=CC(=CC=C1N)[As](=O)(O)O
2-Aminoethanol (Ethanolamine),Ethanolamine,C(CO)N
DL-1-Amino-2-propanol,DL-1-Amino-2-propanol,CC(CN)O
3-Aminopropanol,3-Aminopropanol,C(CN)CO
4-Aminobutanol,4-Aminobutanol,C(CCO)CN
5-Aminopentanol,5-Aminopentanol,C(CCN)CCO
6-Aminohexanol,6-Aminohexanol,C(CCCO)CCN
DL-2-Aminobutanol,DL-2-Aminobutanol,CCC(CO)N
2-Amino-2-methylpropanol,2-Amino-2-methylpropanol,CC(C)(CO)N
DL-2-Amino-1-phenylethanol,DL-2-Amino-1-phenylethanol,C1=CC=C(C=C1)C(CN)O
DL-Serine methyl ester,DL-Serine methyl ester,
"3-Amino-1,2-propanediol","3-Amino-1,2-propanediol",C(C(CO)O)N
"2-Amino-2-methyl-1,3-propanediol (BIS)",BIS,
"L(+)-threo-2-Amino-1-phenyl-1,3-propanediol","+-threo-2-Amino-1-phenyl-1,3-propanediol",
"2-Amino-2-hydroxymethyl-1,3-propanediol (THAM)(TRIS)",TRIS,C(C(CO)(CO)N)O
2-Amino-2-deoxy-D-glucopyranose (D-Glucosamine),D-Glucosamine,C(C1C(C(C(C(O1)O)N)O)O)O
1-Methoxy-D-glucosamine,1-Methoxy-D-glucosamine,
3-Methoxy-D-glucosamine,3-Methoxy-D-glucosamine,COC1(C(C(OC(C1O)CO)O)N)O
"3,4,6-Trimethoxy-D-glucosamine","3,4,6-Trimethoxy-D-glucosamine",
N-Methyl-D-glucosamine,N-Methyl-D-glucosamine,CNC(C=O)C(C(C(CO)O)O)O
D-Galactosamine,D-Galactosamine,C(C1C(C(C(C(O1)O)N)O)O)O
D-Mannosamine,D-Mannosamine,C(C1C(C(C(C(O1)O)N)O)O)O
D-Talosamine,D-Talosamine,C(C1C(C(C(C(O1)O)N)O)O)O
Methoxyamine,Methoxyamine,CON
2-Methoxyethylamine,2-Methoxyethylamine,COCCN
2-(2-Aminoethoxy)ethanol (Diglycolamine),Diglycolamine,C(COCCO)N
2-Furylmethylamine (2-(Aminomethyl)furan),Aminomethylfuran,
2-Methoxyaniline (o-Anisidine),o-Anisidine,COC1=CC=CC=C1N
3-Methoxyaniline (m-Anisidine),m-Anisidine,COC1=CC=CC(=C1)N
4-Methoxyaniline (p-Anisidine),p-Anisidine,COC1=CC=C(C=C1)N
2-Ethoxyaniline (o-Phenetidine),o-Phenetidine,CCOC1=CC=CC=C1N
3-Ethoxyaniline (m-Phenetidine),m-Phenetidine,CCOC1=CC=CC(=C1)N
4-Ethoxyaniline (p-Phenetidine),p-Phenetidine,CCOC1=CC=C(C=C1)N
4-Methoxybenzylamine,4-Methoxybenzylamine,COC1=CC=C(C=C1)CN
"2-(3,4-Dimethoxyphenyl)ethylamine","3,4-Dimethoxyphenylethylamine",COC1=C(C=C(C=C1)CCN)OC
4-Acetylaniline,4-Acetylaniline,CC(=O)C1=CC=C(C=C1)N
Glycine methyl ester,Glycine methyl ester,COC(=O)CN
Glycine ethyl ester,Glycine ethyl ester,CCOC(=O)CN
Glycine butyl ester,Glycine butyl ester,CCCCOC(=O)CN
DL-Alanine methyl ester,DL-Alanine methyl ester,CC(C(=O)OC)N
DL-Alanine ethyl ester,DL-Alanine ethyl ester,CCOC(=O)C(C)N
DL-2-Aminobutanoic acid methyl ester,DL-2-Aminobutanoic acid methyl ester,
DL-Norvaline methyl ester,DL-Norvaline methyl ester,CCCC(C(=O)OC)N
DL-Norleucine methyl ester,DL-Norleucine methyl ester,CCCCC(C(=O)OC)N
DL-Valine methyl ester,DL-Valine methyl ester,
DL-Valine ethyl ester,DL-Valine ethyl ester,
DL-Leucine methyl ester,DL-Leucine methyl ester,
DL-Leucine ethyl ester,DL-Leucine ethyl ester,
DL-Isoleucine methyl ester,DL-Isoleucine methyl ester,CCC(C)C(C(=O)OC)N
L-Phenylalanine methyl ester,L-Phenylalanine methyl ester,COC(=O)C(CC1=CC=CC=C1)N
DL-Phenylalanine ethyl ester,DL-Phenylalanine ethyl ester,
DL-O-Methyltyrosine ethyl ester,DL-O-Methyltyrosine ethyl ester,
DL-Glutamic acid dimethyl ester,DL-Glutamic acid dimethyl ester,
DL-Glutamic acid diethyl ester,DL-Glutamic acid diethyl ester,
3-Aminopropanoic acid methyl ester,3-Aminopropanoic acid methyl ester,
3-Aminopropanoic acid ethyl ester (beta-Alanine ethyl ester),beta-Alanine ethyl ester,CCOC(=O)CCN
4-Aminobutanoic acid methyl ester,4-Aminobutanoic acid methyl ester,
4-Aminobutanoic acid ethyl ester,4-Aminobutanoic acid ethyl ester,CCOC(=O)CCCN
5-Aminopentanoic acid ethyl ester,5-Aminopentanoic acid ethyl ester,CCOC(=O)CCCCN
2-Aminobenzoic acid methyl ester,2-Aminobenzoic acid methyl ester,COC(=O)C1=CC=CC=C1N
3-Aminobenzoic acid methyl ester,3-Aminobenzoic acid methyl ester,COC(=O)C1=CC(=CC=C1)N
4-Aminobenzoic acid methyl ester,4-Aminobenzoic acid methyl ester,COC(=O)C1=CC=C(C=C1)N
4-Aminobenzoic acid ethyl ester,4-Aminobenzoic acid ethyl ester,CCOC(=O)C1=CC=C(C=C1)N
4-Aminobenzoic acid propyl ester,4-Aminobenzoic acid propyl ester,CCCOC(=O)C1=CC=C(C=C1)N
4-Aminobenzoic acid butyl ester,4-Aminobenzoic acid butyl ester,CCCCOC(=O)C1=CC=C(C=C1)N
Glycinamide,Glycinamide,C(C(=O)N)N
Glycine ethylamide,Glycine ethylamide,CCNC(=O)CN
Glycine diethylamide,Glycine diethylamide,
L-Alaninamide,L-Alaninamide,CC(C(=O)N)N
2-Methylalaninamide,2-Methylalaninamide,CC(C)(C(=O)N)N
L-Valinamide,L-Valinamide,CC(C)C(C(=O)N)N
L-Leucine methylamide,L-Leucine methylamide,CC(C)CC(C(=O)NC)N
L-Phenylalaninamide,L-Phenylalaninamide,C1=CC=C(C=C1)CC(C(=O)N)N
beta-Alaninamide,beta-Alaninamide,C(CN)C(=O)N
beta-Alanine diethylamide,beta-Alanine diethylamide,
Prolinamide,Prolinamide,C1CC(NC1)C(=O)N
"D-4-Amino-1,2-oxazolidin-3-one (D-Cycloserine)",D-Cycloserine,C1C(C(=O)NO1)N
Glycylglycinamide,Glycylglycinamide,C(C(=O)NCC(=O)N)N
Glycyl-beta-alaninamide,Glycyl-beta-alaninamide,
beta-Alanylglycinamide,beta-Alanylglycinamide,
beta-Alanyl-beta-alaninamide,beta-Alanyl-beta-alaninamide,
DL-Alanyl-2-methylalaninamide,DL-Alanyl-2-methylalaninamide,
2-Methylalanyl-2-methylalaninamide,2-Methylalanyl-2-methylalaninamide,
Glycylglycylglycinamide,Glycylglycylglycinamide,C(C(=O)NCC(=O)NCC(=O)N)N
L-Phenylalanylglycylglycinamide,L-Phenylalanylglycylglycinamide,
2-Methylalanyl-2-methylalanyl-2-methylalaninamide,2-Methylalanyl-2-methylalanyl-2-methylalaninamide,CC(C)(C(=O)N)NC(=O)C(C)(C)NC(=O)C(C)(C)N
Glycylglycylglycylglycinamide,Glycylglycylglycylglycinamide,
2-Methylamino-3-phenylpropanoic acid amide,2-Methylamino-3-phenylpropanoic acid amide,
2-Dimethylamino-3-phenylpropanoic acid amide,2-Dimethylamino-3-phenylpropanoic acid amide,
L-Serine amide,L-Serine amide,C(C(C(=O)N)N)O
Glycylglycine methyl ester,Glycylglycine methyl ester,
Glycylglycine ethyl ester,Glycylglycine ethyl ester,CCOC(=O)CNC(=O)CN
Glycylsarcosine methyl ester,Glycylsarcosine methyl ester,CN(CC(=O)OC)C(=O)CN
Glycylglycylglycine ethyl ester (Ethyl triglycine),Ethyl triglycine,
Glycylglycylglycylglycine ethyl ester (Ethyl tetraglycine),Ethyl tetraglycine,
Glycylglycylglycylglycylglycylglycine ethyl ester (Ethyl hexaglycine),Ethyl hexaglycine,
Aminoacetohydroxamic acid (Glycinehydroxamic acid),Glycinehydroxamic acid,C(C(=O)NO)N
L-2-Aminopropanohydroxamic acid (Alaninehydroxamic acid),Alaninehydroxamic acid,
DL-2-Aminobutanohydroxamic acid,DL-2-Aminobutanohydroxamic acid,
DL-2-Aminopentanohydroxamic acid (Norvalinehydroxamic acid),Norvalinehydroxamic acid,
DL-2-Aminohexanohydroxamic acid (Norleucinehydroxamic acid),Norleucinehydroxamic acid,
L-2-Amino-4-methylpentanohydroxamic acid (Leucinehydroxamic acid),Leucinehydroxamic acid,
L-2-Amino-3-methylpentanohydroxamic acid (Isoleucinehydroxamic acid),Isoleucinehydroxamic acid,
DL-2-Amino-3-phenylpropanohydroxamic acid (Phenylalaninehydroxamic acid),Phenylalaninehydroxamic acid,
3-Aminopropanohydroxamic acid (beta-Alaninehydroxamic acid),beta-Alaninehydroxamic acid,C(CN)C(=O)NO
2-Aminobenzohydroxamic acid,2-Aminobenzohydroxamic acid,C1=CC=C(C(=C1)C(=O)NO)N
Methylaminoacetohydroxamic acid (Sarcosinehydroxamic acid),Sarcosinehydroxamic acid,CNCC(=O)NO
L-2-Amino-3-(4-hydroxyphenyl)propanohydroxamic acid (Tyrosinehydroxamic acid),Tyrosinehydroxamic acid,
DL-2-Amino-3-hydroxypropanohydroxamic acid (Serinehydroxamic acid),Serinehydroxamic acid,C(C(C(=O)NO)N)O
DL-2-Amino-3-hydroxybutanohydroxamic acid (Threoninehydroxamic acid),Threoninehydroxamic acid,
L-2-Amino-3-(4-imidazolyl)propanohydroxamic acid (Histidinehydroxamic acid),Histidinehydroxamic acid,C1=C(NC=N1)CC(C(=O)NO)N
DL-2-Amino-3-(3-indole)propanohydroxamic acid (Tryptophanhydroxamic acid),Tryptophanhydroxamic acid,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NO)N
L-2-Amino-5-guanidopentanohydroxamic acid (Argininehydroxamic acid),Argininehydroxamic acid,C(CC(C(=O)NO)N)CN=C(N)N
Glycylglycinehydroxamic acid,Glycylglycinehydroxamic acid,
Glycylglycylglycinehydroxamic acid,Glycylglycylglycinehydroxamic acid,
L-Prolyl-L-leucinehydroxamic acid,L-Prolyl-L-leucinehydroxamic acid,
L-Prolyl-L-leucylglycinehydroxamic acid,L-Prolyl-L-leucylglycinehydroxamic acid,
"L-3,3'-Dithiobis(2-Aminopropanohydroxamic acid) (Cystinedihydroxamic acid)",Cystinedihydroxamic acid,
2-Amino-2-methylbutan-3-one oxime,2-Amino-2-methylbutan-3-one oxime,
2-Aminoacetamidoxime,2-Aminoacetamidoxime,C(C(=NO)N)N
2-Aminoethanethiol (2-Mercaptoethylamine),2-Mercaptoethylamine,C(CS)N
"1-(2-Aminoethyl)-1,3-diazolidine-2-thione (N-(2-Aminoethyl)ethylenethiourea)",2-Aminoethylethylenethiourea,
L-Cysteine methyl ester,L-Cysteine methyl ester,COC(=O)C(CS)N
L-Cysteine ethyl ester,L-Cysteine ethyl ester,CCOC(=O)C(CS)N
2-(Methylthio)ethylamine,Methylthioethylamine,CSCCN
2-(Ethylthio)ethylamine,Ethylthioethylamine,
2-(Propylthio)ethylamine,Propylthioethylamine,
2-(2-Methyl-2-propylthio)ethylamine,2-Methyl-2-propylthioethylamine,
3-(Methylthio)propylamine,Methylthiopropylamine,CSCCCN
2-Thienylmethylamine (2-(Aminomethyl)thiophene),Aminomethylthiophene,
2-(2-Aminoethylthio)ethanol,2-Aminoethylthioethanol,
L-Methionine methylamide,L-Methionine methylamide,
L-Phenylalanyl-L-methionine methylamide,L-Phenylalanyl-L-methionine methylamide,
L-S-Methylcysteine methyl ester,L-S-Methylcysteine methyl ester,
L-Thioleucine methylamide,L-Thioleucine methylamide,
L-Thiomethionine methylamide,L-Thiomethionine methylamide,
DL-Methionine methyl ester,DL-Methionine methyl ester,
L-Thioalanyl-L-alanine methyl ester,L-Thioalanyl-L-alanine methyl ester,
2-Aminoethaneselenol,2-Aminoethaneselenol,
1-Aminopropane-2-selenol,1-Aminopropane-2-selenol,
1-Amino-2-methylpropane-2-selenol,1-Amino-2-methylpropane-2-selenol,CC(C)(CN)[Se]
3-Aminopropaneselenol,3-Aminopropaneselenol,
2-(Methylseleno)ethylamine,Methylselenoethylamine,
Ethylenediamine,Ethylenediamine,C(CN)N
"DL-Methylethylenediamine (1,2-Propylenediamine) (pn)",pn,CC1=NC=C(C(=C1O)CO)CO
"DL-Ethylethylenediamine (1,2-Butylenediamine)","1,2-Butylenediamine",
DL-(2-Methyl-2-propyl)ethylenediamine (t-Butylethylenediamine),t-Butylethylenediamine,
"1,1-Dimethylethylenediamine","1,1-Dimethylethylenediamine",
"DL-1,2-Dimethylethylenediamine (DL-2,3-Butylenediamine)","DL-2,3-Butylenediamine",
"meso-1,2-Dimethylethylenediamine (meso-2,3-Butylenediamine)","meso-2,3-Butylenediamine",
"1,1,2,2-Tetramethylethylenediamine","1,1,2,2-Tetramethylethylenediamine",CC(C)(C(C)(C)N)N
"Trimethylenediamine (1,3-Propylenediamine)","1,3-Propylenediamine",C(CN)CN
"DL-1-Methyltrimethylenediamine (1,3-Butylenediamine)","1,3-Butylenediamine",
"2,2-Dimethyltrimethylenediamine (2,2-Dimethyl-1,3-propylenediamine)","2,2-Dimethyl-1,3-propylenediamine",CC(C)(CN)CN
"2-Methylenetrimethylenediamine (2-Methylene-1,3-propylenediamine)","2-Methylene-1,3-propylenediamine",
"Tetramethylenediamine (1,4-Butylenediamine) (Putrescine)",Putrescine,C(CCN)CN
Pentamethylenediamine (Cadaverine),Cadaverine,C(CCN)CCN
Hexamethylenediamine,Hexamethylenediamine,C(CCCN)CCN
Octamethylenediamine,Octamethylenediamine,C(CCCCN)CCCN
Decamethylenediamine,Decamethylenediamine,C(CCCCCN)CCCCN
"Bicyclohexyl-1,1'-diamine","Bicyclohexyl-1,1'-diamine",
"DL(trans)-Cyclohexane-1,2-diamine","trans-Cyclohexane-1,2-diamine",C1CCC(C(C1)N)N
"meso(cis)-Cyclohexane-1,2-diamine","cis-Cyclohexane-1,2-diamine",C1CCC(C(C1)N)N
"DL(trans)-Cycloheptane-1,2-diamine","trans-Cycloheptane-1,2-diamine",
"DL(trans)-Cyclohexene-4,5-diamine","trans-Cyclohexene-4,5-diamine",
"meso(cis)-Cyclohexene-4,5-diamine","cis-Cyclohexene-4,5-diamine",
DL-1-Phenylethylenediamine,DL-1-Phenylethylenediamine,
"1,2-Diaminobenzene (o-Phenylenediamine)",o-Phenylenediamine,C1=CC=C(C(=C1)N)N
"1,3-Diaminobenzene (m-Phenylenediamine)",m-Phenylenediamine,C1=CC(=CC(=C1)N)N
"1,4-Diaminobenzene (p-Phenylenediamine)",p-Phenylenediamine,C1=CC(=CC=C1N)N
"1,2-Diamino-4-methylbenzene (4-Methyl-o-phenylenediamine)",4-Methyl-o-phenylenediamine,CC1=CC(=C(C=C1)N)N
"1,2-Diamino-4-methoxybenzene (4-Methoxy-o-phenylenediamine)",4-Methoxy-o-phenylenediamine,COC1=CC(=C(C=C1)N)N
"1,2-Diamino-4-chlorobenzene (4-Chloro-o-phenylenediamine)",4-Chloro-o-phenylenediamine,C1=CC(=C(C=C1Cl)N)N
"1,3-Diamino-2-propanol (2-Hydroxytrimethylenediamine)",2-Hydroxytrimethylenediamine,
"4-Oxa-1,7-diazaheptane (Oxybis(ethyleneamine))",ethyleneamine,C=CN
"4,7-Dioxa-1,10-diazadecane (Ethylenebis(oxyethyleneamine))",oxyethyleneamine,
"DL-2,3-Diaminopropanoic acid methyl ester","DL-2,3-Diaminopropanoic acid methyl ester",
"DL-2,4-Diaminobutanoic acid methyl ester","DL-2,4-Diaminobutanoic acid methyl ester",
"DL-2,5-Diaminopentanoic acid methyl ester (DL-Ornithine methyl ester)",DL-Ornithine methyl ester,
"DL-2,6-Diaminohexanoic acid methyl ester (DL-Lysine methyl ester)",DL-Lysine methyl ester,
"N,N'-Diglycylethylenediamine (DGEN)",DGEN,
"N,N'-Diglycyl-D-1,2-propylenediamine (DGPN)",DGPN,
"N,N'-Diglycyl-L-1,2-propylenediamine (should be same as D-isomer)",should be same as D-isomer,
"N,N'-Di-L-alanylethylenediamine (DAEN)",DAEN,
"N,N'-Di-L-alanyl-D-1,2-propylenediamine (DAPN)",DAPN,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCNCC(COC3=CC=CC4=CC=CC=C43)O
"N,N'-Di-L-alanyl-L-1,2-propylenediamine","N,N'-Di-L-alanyl-L-1,2-propylenediamine",
"N,N'-Diglycyltrimethylenediamine","N,N'-Diglycyltrimethylenediamine",
"N,N'-Diglycyltetramethylenediamine","N,N'-Diglycyltetramethylenediamine",
"N,N'-Diglycylpentamethylenediamine","N,N'-Diglycylpentamethylenediamine",C(CCNC(=O)CN)CCNC(=O)CN
"N,N'-Diglycylhexamethylenediamine","N,N'-Diglycylhexamethylenediamine",C(CCCNC(=O)CN)CCNC(=O)CN
"N,N'-Diglycyloctamethylenediamine","N,N'-Diglycyloctamethylenediamine",
"N,N'-Bis(2-aminoethyl)oxamide (BAO)(5,6-Dioxo-1,4,7,10-tetraazadecane)","5,6-Dioxo-1,4,7,10-tetraazadecane",
"N,N'-Bis(3-aminopropyl)oxamide (6,7-Dioxo-1,5,8,12-tetraazadodecane)","6,7-Dioxo-1,5,8,12-tetraazadodecane",
"N,N'-Bis(2-aminoethyl)malonamide (BAM)(5,7-Dioxo-1,4,8,11-tetraazaundecane)","5,7-Dioxo-1,4,8,11-tetraazaundecane",
Oxamide dioxime (Diaminoglyoxime),Diaminoglyoxime,C(=NO)(C(=NO)N)N
"L-2,6-Diaminohexanohydroxamic acid (Lysinehydroxamic acid)",Lysinehydroxamic acid,
"4-Thia-1,7-diazaheptane (Thiobis(ethyleneamine))",ethyleneamine,C=CN
"4-Thia-1,8-diazaoctane","4-Thia-1,8-diazaoctane",
"4-Thia-1,9-diazanonane","4-Thia-1,9-diazanonane",C(CCSCCN)CN
"5-Thia-1,9-diazanonane","5-Thia-1,9-diazanonane",C(CN)CSCCCN
"5-Thia-1,10-diazadecane","5-Thia-1,10-diazadecane",C(CCSCCCN)CN
"6-Thia-1,11-diazaundecane","6-Thia-1,11-diazaundecane",
"4,5-Dithia-1,8-diazaoctane (Dithiobis(ethyleneamine))",ethyleneamine,C=CN
"4-Oxa-7-thia-1,10-diazadecane","4-Oxa-7-thia-1,10-diazadecane",
"4,7-Dithia-1,10-diazadecane (Ethylenebis(thioethyleneamine))",thioethyleneamine,
"4-Selena-1,7-diazaheptane (Selenobis(ethyleneamine))",ethyleneamine,C=CN
"1,2,3-Triaminopropane","1,2,3-Triaminopropane",C(C(CN)N)N
"Tris(aminomethyl)methane (2,2-Bis(aminomethyl)ethylamine)",aminomethylethylamine,
"1,1,1-Tris(aminomethyl)ethane (2,2-Bis(aminomethyl)propylamine)",aminomethylpropylamine,
"1,1,1-Tris(aminomethyl)propane (2,2-Bis(aminomethyl)butylamine)",aminomethylbutylamine,
"cis,cis-1,3,5-Triaminocyclohexane","cis,cis-1,3,5-Triaminocyclohexane",C1C(CC(CC1N)N)N
"1,3,5-Triamino-1,3,5-trideoxy-cis-inositol","1,3,5-Triamino-1,3,5-trideoxy-cis-inositol",
"Tetrakis(aminomethyl)methane (2,2-Bis(aminomethyl)-1,3-propylenediamine)","aminomethyl-1,3-propylenediamine",
"1,1,2,2-Tetrakis(2-aminoethylthio)ethane (Ethanediylidenetetrakis(thioethyleneamine))",thioethyleneamine,
"1,1,3,3-Tetrakis(2-aminoethylthio)propane (Propane-1,3-diylidenetetrakis(thioethyleneamine))",thioethyleneamine,
"1,1,4,4-Tetrakis(2-aminoethylthio)butane (Butane-1,4-diylidenetetrakis(thioethyleneamine))",thioethyleneamine,
"1,1,5,5-Tetrakis(2-aminoethylthio)pentane (Pentane-1,5-diylidenetetrakis(thioethyleneamine))",thioethyleneamine,
"1,1,2,2-Tetrakis(3-aminopropylthio)ethane (Ethanediylidenetetrakis(thiotrimethyleneamine))",thiotrimethyleneamine,
"1,1,3,3-Tetrakis(3-aminopropylthio)propane (Propane-1,3-diylidenetetrakis(thiotrimethyleneamine))",thiotrimethyleneamine,
"1,1,4,4-Tetrakis(3-aminopropylthio)butane (Butane-1,4-diylidenetetrakis(thiotrimethyleneamine))",thiotrimethyleneamine,
"1,1,5,5-Tetrakis(3-aminopropylthio)pentane (Pentane-1,5-diylidenetetrakis(thiotrimethyleneamine))",thiotrimethyleneamine,
"1,2-Bis[bis(2-aminoethylthio)methyl]benzene (Phthal-1,2-diylidenetetrakis(thioethyleneamine))",thioethyleneamine,
"1,2-Bis[bis(3-aminopropylthio)methyl]benzene (Phthal-1,2-diylidenetetrakis(thiotrimethyleneamine))",thiotrimethyleneamine,
Dimethylamine,Dimethylamine,CNC
N-Methylethylamine,N-Methylethylamine,CCNC
N-Methylbutylamine,N-Methylbutylamine,CCCCNC
N-Methylpentylamine,N-Methylpentylamine,CCCCCNC
Diethylamine,Diethylamine,CCNCC
Dipropylamine,Dipropylamine,CCCNCCC
Di-2-propylamine (Diisopropylamine),Diisopropylamine,CC(C)NC(C)C
Dibutylamine,Dibutylamine,CCCCNCCCC
Di-2-butylamine (Di-s-butylamine),Di-s-butylamine,CCC(C)NC(C)CC
Bis(2-methylpropyl)amine (Diisobutylamine),Diisobutylamine,CC(C)CNCC(C)C
Bis(3-methylbutyl)amine (Diisopentylamine),Diisopentylamine,CC(C)CCNCCC(C)C
Dicyclopentylamine,Dicyclopentylamine,C1CCC(C1)NC2CCCC2
Dicyclohexylamine,Dicyclohexylamine,C1CCC(CC1)NC2CCCCC2
N-Methylaminobenzene (N-Methylaniline),N-Methylaniline,CNC1=CC=CC=C1
N-Ethylaminobenzene (N-Ethylaniline),N-Ethylaniline,CCNC1=CC=CC=C1
N-Propylaminobenzene (N-Propylaniline),N-Propylaniline,CCCNC1=CC=CC=C1
N-2-Propylaminobenzene (N-Isopropylaniline),N-Isopropylaniline,CC(C)NC1=CC=CC=C1
N-Butylaminobenzene (N-Butylaniline),N-Butylaniline,CCCCNC1=CC=CC=C1
N-(1-Methylpropyl)aminobenzene (N-s-Butylaniline),N-s-Butylaniline,CCC(C)NC1=CC=CC=C1
N-(2-Methylpropyl)aminobenzene (N-Isobutylaniline),N-Isobutylaniline,CC(C)CNC1=CC=CC=C1
N-(2-Methyl-2-propylethyl)aminobenzene (N-t-Butylaniline),N-t-Butylaniline,
Pentylaminobenzene (N-Pentylaniline),N-Pentylaniline,CCCCCNC1=CC=CC=C1
Diprop-2-enylamine (Diallylamine),Diallylamine,C=CCNCC=C
N-Methylbenzylamine,N-Methylbenzylamine,CNCC1=CC=CC=C1
Dibenzylamine,Dibenzylamine,C1=CC=C(C=C1)CNCC2=CC=CC=C2
"3-(1,1-Dimethyl-2-hydroxyethylamino)-2-hydroxypropanesulfonic acid (AMPSO)",AMPSO,CC(C)(CO)NCC(CS(=O)(=O)O)O
Cyclohexylaminoethylenesulfonic acid (CHES),CHES,C1CCC(CC1)NCCS(=O)(=O)O
3-(Cyclohexylamino)propanesulfonic acid (CAPS),CAPS,C1CCC(CC1)NCCCS(=O)(=O)O
